Iteration	Obj_Current	Obj_Best	New_Best	Case	SA_Prob	Jump	Nonimp_In	Nonimp_Out	Tenure	Temperature	ADD	DROP	Obj_Lookups	Con_Lookups	Obj_Evals	Con_Evals	ADD_First	DROP_First	ADD_Second	DROP_Second	SWAPs	Total_Time	Solution
39	-662865.218590921256691	-669524.366938250605017	0	2	0.999999999999308	0	0	1	6.899999999999999	9617319426784902.000000000000000	-1	3	2	0	4	2	0	3	0	2	0	3.213000000000000	7_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
40	-668022.056875655311160	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9607702107358118.000000000000000	13	-1	2	0	30	6	21	4	2	2	2	10.288000000000000	7_5_7_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
41	-660944.459212719462812	-669524.366938250605017	0	2	0.999999999999263	0	0	1	6.899999999999999	9598094405250760.000000000000000	-1	2	3	1	3	1	0	3	0	2	0	1.571000000000000	7_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
42	-665425.233690105495043	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9588496310845510.000000000000000	0	-1	2	0	30	6	21	4	2	2	2	7.125000000000000	8_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
43	-656734.621062479098327	-669524.366938250605017	0	2	0.999999999999094	0	0	1	6.899999999999999	9578907814534664.000000000000000	-1	3	2	1	4	1	0	3	0	2	0	0.415000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
44	-662244.688868013676256	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9569328906720130.000000000000000	12	-1	2	0	29	6	22	3	2	2	2	3.107000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_8_4_5_3_5_5_4_3_4_4_1
45	-653548.205040909931995	-669524.366938250605017	0	2	0.999999999999091	0	0	1	6.899999999999999	9559759577813410.000000000000000	-1	17	2	1	4	1	0	3	0	2	0	0.438000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_8_4_5_3_4_5_4_3_4_4_1
46	-658924.995038377470337	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9550199818235596.000000000000000	10	-1	2	0	30	6	21	4	2	2	2	3.327000000000000	8_5_6_2_3_3_4_2_2_2_4_3_6_8_4_5_3_4_5_4_3_4_4_1
47	-652817.442836327827536	-669524.366938250605017	0	2	0.999999999999361	0	0	1	6.899999999999999	9540649618417360.000000000000000	-1	13	2	1	4	1	0	3	0	2	0	0.709000000000000	8_5_6_2_3_3_4_2_2_2_4_3_6_7_4_5_3_4_5_4_3_4_4_1
48	-660049.843716656439938	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9531108968798942.000000000000000	2	-1	2	0	30	6	21	4	2	2	2	5.448000000000000	8_5_7_2_3_3_4_2_2_2_4_3_6_7_4_5_3_4_5_4_3_4_4_1
49	-652640.591238996479660	-669524.366938250605017	0	2	0.999999999999223	0	0	1	6.899999999999999	9521577859830144.000000000000000	-1	13	2	1	4	1	0	3	0	2	0	1.604000000000000	8_5_7_2_3_3_4_2_2_2_4_3_6_6_4_5_3_4_5_4_3_4_4_1
50	-663219.467509860172868	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9512056281970314.000000000000000	3	-1	2	0	30	6	22	4	2	2	2	6.285000000000000	8_5_7_3_3_3_4_2_2_2_4_3_6_6_4_5_3_4_5_4_3_4_4_1
51	-655831.325475489371456	-669524.366938250605017	0	2	0.999999999999223	0	0	1	6.899999999999999	9502544225688344.000000000000000	-1	12	2	1	5	1	0	4	0	2	0	0.920000000000000	8_5_7_3_3_3_4_2_2_2_4_3_5_6_4_5_3_4_5_4_3_4_4_1
52	-664795.867925429367460	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9493041681462656.000000000000000	17	-1	2	0	30	6	22	4	2	2	2	5.294000000000000	8_5_7_3_3_3_4_2_2_2_4_3_5_6_4_5_3_5_5_4_3_4_4_1
53	-659826.840694095124491	-669524.366938250605017	0	2	0.999999999999477	0	0	1	6.899999999999999	9483548639781194.000000000000000	-1	10	2	1	4	1	0	3	0	2	0	1.640000000000000	8_5_7_3_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
54	-666712.550499850884080	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9474065091141412.000000000000000	3	-1	5	1	28	6	21	4	2	2	2	5.946000000000000	8_5_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
55	-661938.779838392511010	-669524.366938250605017	0	2	0.999999999999496	0	0	1	6.899999999999999	9464591026050270.000000000000000	-1	0	3	1	3	1	0	4	0	2	0	0.354000000000000	7_5_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
56	-669524.366938250605017	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9455126435024220.000000000000000	13	-1	5	2	27	4	21	4	2	2	2	5.865000000000000	7_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
57	-662670.685530040762387	-669524.366938250605017	0	2	0.999999999999275	0	0	1	6.899999999999999	9445671308589196.000000000000000	-1	0	6	2	0	0	0	3	0	2	0	0.003000000000000	6_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
58	-669251.983631912036799	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9436225637280606.000000000000000	1	-1	5	0	27	6	22	4	2	2	2	7.424000000000000	6_6_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
59	-661204.968832054175436	-669524.366938250605017	0	2	0.999999999999147	0	0	1	6.899999999999999	9426789411643326.000000000000000	-1	2	3	1	4	1	0	4	0	2	0	1.036000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
60	-665911.885057102073915	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9417362622231682.000000000000000	13	-1	2	0	31	6	22	5	2	2	2	7.650000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
61	-657333.129177239141427	-669524.366938250605017	0	2	0.999999999999089	0	0	1	6.899999999999999	9407945259609450.000000000000000	-1	3	2	1	5	1	0	5	0	2	0	1.199000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
62	-661342.306628447724506	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9398537314349840.000000000000000	17	-1	4	0	29	6	21	5	2	2	2	7.706000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
63	-651548.031204262631945	-669524.366938250605017	0	2	0.999999999998958	0	0	1	6.899999999999999	9389138777035490.000000000000000	-1	3	3	0	4	2	0	4	0	2	0	2.303000000000000	6_6_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
64	-660047.651484105852433	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9379749638258454.000000000000000	0	-1	2	0	30	6	22	4	2	2	2	8.407000000000000	7_6_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
65	-655232.069414074067026	-669524.366938250605017	0	2	0.999999999999487	0	0	1	6.899999999999999	9370369888620196.000000000000000	-1	1	2	1	4	1	0	3	0	2	0	1.391000000000000	7_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
66	-661512.085561250569299	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9360999518731576.000000000000000	0	-1	5	1	26	5	22	3	2	2	2	7.203000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
67	-656158.589977670228109	-669524.366938250605017	0	2	0.999999999999428	0	0	1	6.899999999999999	9351638519212844.000000000000000	-1	13	4	1	1	1	0	3	0	2	0	0.575000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
68	-662031.080516422982328	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9342286880693632.000000000000000	12	-1	4	1	28	6	21	4	2	2	2	3.894000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_6_5_4_3_4_4_1
69	-656836.369627860258333	-669524.366938250605017	0	2	0.999999999999444	0	0	1	6.899999999999999	9332944593812938.000000000000000	-1	17	2	1	4	1	0	4	0	2	0	0.488000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
70	-664863.877708913874812	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9323611649219126.000000000000000	3	-1	5	1	27	5	21	4	2	2	2	3.287000000000000	8_5_6_3_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
71	-657569.011183471884578	-669524.366938250605017	0	2	0.999999999999218	0	0	1	6.899999999999999	9314288037569906.000000000000000	-1	13	4	1	3	1	0	4	0	2	0	0.454000000000000	8_5_6_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
72	-665951.483117462252267	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9304973749532336.000000000000000	2	-1	4	1	29	5	22	5	2	2	2	6.486000000000000	8_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
73	-659464.834019526490010	-669524.366938250605017	0	2	0.999999999999303	0	0	1	6.899999999999999	9295668775782804.000000000000000	-1	0	5	2	2	0	0	4	0	2	0	0.110000000000000	7_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
74	-665620.418242702842690	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9286373107007022.000000000000000	3	-1	6	3	27	3	21	5	2	2	2	4.791000000000000	7_5_7_4_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
75	-661938.779838392511010	-669524.366938250605017	0	2	0.999999999999604	0	0	1	6.899999999999999	9277086733900014.000000000000000	-1	12	3	1	4	1	0	5	0	2	0	1.205000000000000	7_5_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
76	-666922.610358241945505	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9267809647166114.000000000000000	1	-1	31	5	1	1	21	4	2	2	2	1.054000000000000	7_6_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
77	-661842.317544013145380	-669524.366938250605017	0	2	0.999999999999452	0	0	1	6.899999999999999	9258541837518948.000000000000000	-1	0	3	1	4	1	0	4	0	2	0	1.408000000000000	6_6_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
78	-669251.983631912036799	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9249283295681430.000000000000000	13	-1	5	3	28	3	22	5	2	2	2	4.019000000000000	6_6_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
79	-661204.968832054175436	-669524.366938250605017	0	2	0.999999999999130	0	0	1	6.899999999999999	9240034012385748.000000000000000	-1	2	7	2	0	0	0	4	0	2	0	0.004000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
80	-665911.885057102073915	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9230793978373362.000000000000000	13	-1	33	6	0	0	21	5	2	2	2	0.007000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
81	-657333.129177239141427	-669524.366938250605017	0	2	0.999999999999071	0	0	1	6.899999999999999	9221563184394988.000000000000000	-1	3	7	2	0	0	0	5	0	2	0	0.003000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
82	-661342.306628447724506	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9212341621210594.000000000000000	17	-1	32	5	1	1	21	6	2	2	2	1.032000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
83	-655781.071277881623246	-669524.366938250605017	0	2	0.999999999999396	0	0	1	6.899999999999999	9203129279589384.000000000000000	-1	1	7	2	0	0	0	5	0	2	0	0.003000000000000	6_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
84	-665188.862888843636028	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9193926150309794.000000000000000	0	-1	4	1	28	5	21	4	2	2	2	6.986000000000000	7_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
85	-655232.069414074067026	-669524.366938250605017	0	2	0.999999999998917	0	0	1	6.899999999999999	9184732224159484.000000000000000	-1	3	4	2	2	0	0	3	0	2	0	0.131000000000000	7_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
86	-661512.085561250569299	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9175547491935324.000000000000000	0	-1	31	6	1	1	22	3	2	2	3	1.523000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
87	-656158.589977670228109	-669524.366938250605017	0	2	0.999999999999417	0	0	1	6.899999999999999	9166371944443388.000000000000000	-1	13	5	2	0	0	0	3	0	2	0	0.003000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
88	-662031.080516422982328	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9157205572498944.000000000000000	12	-1	32	7	0	0	21	4	2	2	3	0.008000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_6_5_4_3_4_4_1
89	-656836.369627860258333	-669524.366938250605017	0	2	0.999999999999433	0	0	1	6.899999999999999	9148048366926446.000000000000000	-1	17	6	2	0	0	0	4	0	2	0	0.002000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
90	-663289.789061904069968	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9138900318559520.000000000000000	2	-1	31	5	1	1	21	4	2	2	2	1.090000000000000	8_5_7_2_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
91	-655787.698608099832200	-669524.366938250605017	0	2	0.999999999999179	0	0	1	6.899999999999999	9129761418240960.000000000000000	-1	13	4	2	2	0	0	3	0	2	0	0.111000000000000	8_5_7_2_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
92	-665951.483117462252267	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9120631656822720.000000000000000	3	-1	8	4	24	2	22	4	2	2	2	2.518000000000000	8_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
93	-659464.834019526490010	-669524.366938250605017	0	2	0.999999999999289	0	0	1	6.899999999999999	9111511025165898.000000000000000	-1	0	7	2	0	0	0	4	0	2	0	0.003000000000000	7_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
94	-665620.418242702842690	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9102399514140732.000000000000000	3	-1	33	6	1	1	21	5	2	2	3	1.181000000000000	7_5_7_4_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
95	-661938.779838392511010	-669524.366938250605017	0	2	0.999999999999596	0	0	1	6.899999999999999	9093297114626592.000000000000000	-1	12	7	2	0	0	0	5	0	2	0	0.003000000000000	7_5_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
96	-666922.610358241945505	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9084203817511966.000000000000000	1	-1	32	6	1	1	21	5	2	2	3	1.749000000000000	7_6_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
